dataset,partition,split,query_id,origin_client,origin_probability,max_similarity,gold_labels_used
musique,topic_silo,train,4hop3__493923_300471_371631_62462,0,0.09202830493450165,0.6223218441009521,False
musique,topic_silo,train,2hop__71102_23198,7,0.0891902819275856,0.6041815280914307,False
musique,topic_silo,train,2hop__89173_34563,4,0.03629418835043907,0.606670618057251,False
musique,topic_silo,train,3hop1__797401_479775_779156,0,0.044056493788957596,0.6874872446060181,False
musique,topic_silo,train,3hop1__103685_833580_61459,17,0.060172487050294876,0.6689552664756775,False
musique,topic_silo,train,2hop__18251_65274,6,0.0430552139878273,0.7022888660430908,False
musique,topic_silo,train,2hop__73593_26501,7,0.07173491269350052,0.5885144472122192,False
musique,topic_silo,train,2hop__146609_126055,4,0.03999824449419975,0.6248538494110107,False
musique,topic_silo,train,4hop2__61674_136826_1952_78767,2,0.05628744512796402,0.5987029075622559,False
musique,topic_silo,train,2hop__654531_556534,5,0.04157106950879097,0.6404852867126465,False
musique,topic_silo,train,2hop__421215_124042,8,0.057807497680187225,0.6473909616470337,False
musique,topic_silo,train,3hop2__337255_105999_83343,6,0.042935311794281006,0.7195690274238586,False
musique,topic_silo,train,2hop__230157_160837,4,0.06465043872594833,0.639537513256073,False
musique,topic_silo,train,2hop__132382_495,0,0.055609919130802155,0.6295043230056763,False
musique,topic_silo,train,4hop1__709382_146811_31223_45305,11,0.05535946041345596,0.6281628608703613,False
musique,topic_silo,train,2hop__779726_529125,9,0.13480055332183838,0.6350304484367371,False
musique,topic_silo,train,2hop__815999_49441,15,0.14000658690929413,0.6522575616836548,False
musique,topic_silo,train,2hop__849246_5348,19,0.07053831219673157,0.5844146013259888,False
musique,topic_silo,train,2hop__121576_633817,17,0.055505990982055664,0.574893057346344,False
musique,topic_silo,train,4hop2__72459_31688_31714_79432,2,0.04054131731390953,0.5940426588058472,False
musique,topic_silo,train,2hop__128979_11443,0,0.04848654568195343,0.6209758520126343,False
musique,topic_silo,train,2hop__137069_92189,10,0.04308803007006645,0.6453084945678711,False
musique,topic_silo,train,2hop__21457_74218,3,0.05419797822833061,0.5875390768051147,False
musique,topic_silo,train,2hop__827601_181429,16,0.07228446751832962,0.590368926525116,False
musique,topic_silo,train,2hop__146057_42255,19,0.07675283402204514,0.6226606369018555,False
musique,topic_silo,train,2hop__35384_6587,4,0.06792504340410233,0.6691170930862427,False
musique,topic_silo,train,2hop__52611_72720,10,0.05469406768679619,0.6295738220214844,False
musique,topic_silo,train,2hop__452911_51671,10,0.07958488166332245,0.6080337166786194,False
musique,topic_silo,train,2hop__767347_36090,11,0.04322678595781326,0.6478688716888428,False
musique,topic_silo,train,2hop__514526_161698,19,0.045226115733385086,0.6278740167617798,False
musique,topic_silo,train,2hop__145957_126070,1,0.07562348246574402,0.663747251033783,False
musique,topic_silo,train,2hop__373788_43178,7,0.05341776832938194,0.6243135929107666,False
musique,topic_silo,train,2hop__472520_776856,17,0.06232422962784767,0.6061073541641235,False
musique,topic_silo,train,2hop__635510_131909,6,0.06424238532781601,0.6108285188674927,False
musique,topic_silo,train,3hop1__161709_56750_44492,11,0.04460812360048294,0.5739239454269409,False
musique,topic_silo,train,2hop__582594_838537,8,0.1007753238081932,0.6283241510391235,False
musique,topic_silo,train,3hop1__502691_544708_33164,0,0.04827464371919632,0.6698731780052185,False
musique,topic_silo,train,2hop__37476_34638,19,0.054326072335243225,0.6249825358390808,False
musique,topic_silo,train,2hop__145854_63766,0,0.05874050408601761,0.5913814902305603,False
musique,topic_silo,train,2hop__257436_556534,17,0.04899655282497406,0.6405249238014221,False
musique,topic_silo,train,2hop__150985_444333,1,0.05110739544034004,0.5394854545593262,False
musique,topic_silo,train,3hop1__25551_29217_62962,16,0.04918023198843002,0.6701434254646301,False
musique,topic_silo,train,2hop__472985_539716,2,0.03577636927366257,0.6723779439926147,False
musique,topic_silo,train,2hop__217464_7051,19,0.04208513721823692,0.5691820383071899,False
musique,topic_silo,train,2hop__860205_162428,2,0.048798657953739166,0.5929040312767029,False
musique,topic_silo,train,2hop__460439_25111,3,0.02899576723575592,0.6527031064033508,False
musique,topic_silo,train,2hop__159116_60641,10,0.048430219292640686,0.6104845404624939,False
musique,topic_silo,train,2hop__145939_85871,7,0.056689511984586716,0.6318327188491821,False
musique,topic_silo,train,3hop1__344086_266275_33913,10,0.04843814671039581,0.6165927052497864,False
musique,topic_silo,train,2hop__27073_5400,16,0.06476196646690369,0.5608237981796265,False
musique,topic_silo,train,2hop__103724_90561,9,0.03400097042322159,0.6456985473632812,False
musique,topic_silo,train,2hop__771033_62031,16,0.05090629681944847,0.6156063079833984,False
musique,topic_silo,train,2hop__377406_7672,18,0.04386337101459503,0.5417265892028809,False
musique,topic_silo,train,2hop__37715_99606,8,0.04395625740289688,0.673791766166687,False
musique,topic_silo,train,2hop__48498_89314,1,0.03809370473027229,0.6733847260475159,False
musique,topic_silo,train,4hop1__102195_52584_71250_135051,7,0.06352464854717255,0.6141409277915955,False
musique,topic_silo,train,2hop__206425_55578,1,0.03967300057411194,0.6250755786895752,False
musique,topic_silo,train,2hop__760510_10038,12,0.07958482950925827,0.6003370881080627,False
musique,topic_silo,train,2hop__136578_258760,16,0.045809876173734665,0.599838137626648,False
musique,topic_silo,train,2hop__558996_529125,8,0.04485528916120529,0.6809706687927246,False
musique,topic_silo,train,2hop__315891_160300,9,0.14652937650680542,0.6949416399002075,False
musique,topic_silo,train,2hop__863803_85890,17,0.0392209067940712,0.6244651079177856,False
musique,topic_silo,train,2hop__134678_663471,2,0.04103763774037361,0.6771202683448792,False
musique,topic_silo,train,2hop__436936_94210,18,0.03242003545165062,0.6838257312774658,False
musique,topic_silo,train,3hop1__865966_742157_573834,18,0.1294832080602646,0.7035691142082214,False
musique,topic_silo,train,2hop__454766_57673,16,0.05362589284777641,0.6674115657806396,False
musique,topic_silo,train,2hop__142357_20122,8,0.05606239661574364,0.6391206383705139,False
musique,topic_silo,train,3hop1__176114_203945_87133,19,0.07434620708227158,0.6631336212158203,False
musique,topic_silo,train,2hop__511799_58946,19,0.060154788196086884,0.6604331731796265,False
musique,topic_silo,train,2hop__8299_8322,1,0.120984748005867,0.6205706596374512,False
musique,topic_silo,train,3hop1__131450_587553_527472,2,0.036400195211172104,0.6169532537460327,False
musique,topic_silo,train,2hop__435107_125776,1,0.08864252269268036,0.6459997892379761,False
musique,topic_silo,train,2hop__801377_49700,16,0.06377414613962173,0.6585385799407959,False
musique,topic_silo,train,3hop1__357424_308690_708662,1,0.09146507829427719,0.6184400320053101,False
musique,topic_silo,train,2hop__136337_92216,11,0.054919011890888214,0.5975037813186646,False
musique,topic_silo,train,2hop__145916_79217,10,0.0683407112956047,0.622671365737915,False
musique,topic_silo,train,2hop__130422_90450,1,0.06934943050146103,0.6785818338394165,False
musique,topic_silo,train,2hop__507864_368521,5,0.03842197731137276,0.6428241729736328,False
musique,topic_silo,train,2hop__144059_67119,13,0.06232745200395584,0.5991957783699036,False
musique,topic_silo,train,3hop1__691095_144321_70752,16,0.07123056054115295,0.6354342699050903,False
musique,topic_silo,train,2hop__441819_62016,3,0.1186579093337059,0.6405665874481201,False
musique,topic_silo,train,4hop3__101745_38788_25582_21116,2,0.04865601286292076,0.5925877094268799,False
musique,topic_silo,train,2hop__59478_93094,18,0.09306230396032333,0.6243668794631958,False
musique,topic_silo,train,2hop__130604_73786,13,0.06779371947050095,0.622256875038147,False
musique,topic_silo,train,2hop__152457_5303,0,0.027888290584087372,0.621286928653717,False
musique,topic_silo,train,2hop__693666_351162,12,0.08619815111160278,0.5588866472244263,False
musique,topic_silo,train,2hop__225632_11125,6,0.04461769014596939,0.549074113368988,False
musique,topic_silo,train,3hop1__815157_66733_33264,8,0.04813162982463837,0.6550582051277161,False
musique,topic_silo,train,2hop__331893_65151,18,0.03891536965966225,0.6466540098190308,False
musique,topic_silo,train,2hop__145808_42255,5,0.04196815565228462,0.647388219833374,False
musique,topic_silo,train,3hop1__79076_43572_372338,0,0.04003605246543884,0.6544478535652161,False
musique,topic_silo,train,3hop1__429702_715233_59314,4,0.04784496873617172,0.6652763485908508,False
musique,topic_silo,train,2hop__13647_13728,11,0.04843497648835182,0.6046465635299683,False
musique,topic_silo,train,4hop3__145532_362455_28338_160498,10,0.07101358473300934,0.6242479681968689,False
musique,topic_silo,train,3hop1__8294_15324_26254,17,0.047933466732501984,0.6320497393608093,False
musique,topic_silo,train,2hop__149964_432788,11,0.062032923102378845,0.5907006859779358,False
musique,topic_silo,train,2hop__136313_3836,8,0.06719493865966797,0.6722856163978577,False
musique,topic_silo,train,2hop__817617_20122,5,0.03236699476838112,0.6244945526123047,False
musique,topic_silo,train,2hop__131095_73753,18,0.052898358553647995,0.6085602045059204,False
musique,topic_silo,train,2hop__85441_87372,2,0.07427380979061127,0.6477732062339783,False
musique,topic_silo,train,2hop__142671_126711,11,0.1543053835630417,0.6302028894424438,False
musique,topic_silo,train,2hop__3756_11218,17,0.04307912662625313,0.6023023128509521,False
musique,topic_silo,train,2hop__381_42221,3,0.03244145214557648,0.6226964592933655,False
musique,topic_silo,train,3hop1__745177_413112_579740,9,0.1359524130821228,0.6642509698867798,False
musique,topic_silo,train,2hop__620738_278127,18,0.14127875864505768,0.676908016204834,False
musique,topic_silo,train,3hop1__123121_164954_75527,10,0.06078950688242912,0.6477364301681519,False
musique,topic_silo,train,4hop1__632232_164954_6975_63427,2,0.049207136034965515,0.5885217785835266,False
musique,topic_silo,train,2hop__605195_77060,15,0.03810644894838333,0.6928953528404236,False
musique,topic_silo,train,2hop__14922_14971,3,0.027420224621891975,0.6679772138595581,False
musique,topic_silo,train,3hop1__3152_3356_68437,15,0.07715223729610443,0.6566486954689026,False
musique,topic_silo,train,3hop1__29335_30907_24534,3,0.03487979248166084,0.597588062286377,False
musique,topic_silo,train,2hop__325983_75671,14,0.02885795198380947,0.6341830492019653,False
musique,topic_silo,train,2hop__16759_74989,0,0.058598436415195465,0.651147186756134,False
musique,topic_silo,train,2hop__243_20732,18,0.06473354250192642,0.6085896492004395,False
musique,topic_silo,train,2hop__159915_25092,13,0.05970823019742966,0.6881605982780457,False
musique,topic_silo,train,2hop__107115_24846,13,0.05570046231150627,0.6149519681930542,False
musique,topic_silo,train,3hop1__61181_677201_1751,14,0.03775571659207344,0.6213803291320801,False
musique,topic_silo,train,2hop__532485_36414,16,0.05895611643791199,0.5618263483047485,False
musique,topic_silo,train,3hop1__43379_26424_581618,2,0.069811150431633,0.5985502004623413,False
musique,topic_silo,train,3hop2__46448_11050_575886,2,0.05025028437376022,0.6016337871551514,False
musique,topic_silo,train,3hop1__446791_100761_43712,6,0.07643118500709534,0.6183593273162842,False
musique,topic_silo,train,2hop__106465_54210,16,0.07486438751220703,0.6380254030227661,False
musique,topic_silo,train,2hop__55702_59195,15,0.07401754707098007,0.656878650188446,False
musique,topic_silo,train,2hop__128598_90736,4,0.03169843554496765,0.6222973465919495,False
musique,topic_silo,train,2hop__50726_168125,8,0.08435144275426865,0.5635249614715576,False
musique,topic_silo,train,3hop1__500925_715233_59314,8,0.044874656945466995,0.6426429748535156,False
musique,topic_silo,train,2hop__147409_42292,14,0.02834777534008026,0.6593601703643799,False
musique,topic_silo,train,2hop__57761_91717,9,0.06988759338855743,0.5637741088867188,False
musique,topic_silo,train,2hop__366769_65151,11,0.049966830760240555,0.6160076856613159,False
musique,topic_silo,train,2hop__117067_376978,12,0.07510893046855927,0.5959967970848083,False
musique,topic_silo,train,2hop__826678_37261,11,0.04003031924366951,0.6159943342208862,False
musique,topic_silo,train,2hop__443576_123897,17,0.04972244054079056,0.6741604208946228,False
musique,topic_silo,train,2hop__9438_8111,12,0.06327533721923828,0.5471563935279846,False
musique,topic_silo,train,2hop__403886_30581,18,0.10296902060508728,0.6166818141937256,False
musique,topic_silo,train,2hop__267262_15755,5,0.06903260946273804,0.5953417420387268,False
musique,topic_silo,train,4hop3__55666_362455_28338_160498,12,0.046994585543870926,0.6329817771911621,False
musique,topic_silo,train,3hop1__858454_10446_10422,3,0.05927002802491188,0.5850889682769775,False
musique,topic_silo,train,3hop1__1291_43572_372338,0,0.04360314831137657,0.6111346483230591,False
musique,topic_silo,train,2hop__86032_126084,7,0.07591955363750458,0.6115541458129883,False
musique,topic_silo,train,2hop__604820_82027,11,0.1099388375878334,0.6549514532089233,False
musique,topic_silo,train,2hop__369250_121880,2,0.06586955487728119,0.5756633281707764,False
musique,topic_silo,train,3hop2__337255_267674_83343,8,0.044918257743120193,0.6385149359703064,False
musique,topic_silo,train,4hop3__666203_823491_51280_242202,10,0.07523579150438309,0.5734543800354004,False
musique,topic_silo,train,2hop__401835_332063,10,0.04888324812054634,0.6515206098556519,False
musique,topic_silo,train,2hop__146708_90536,12,0.06844429671764374,0.6659263372421265,False
musique,topic_silo,train,3hop1__159612_22372_22438,12,0.05012999102473259,0.6496986746788025,False
musique,topic_silo,train,2hop__101168_14971,12,0.04113472253084183,0.7261396646499634,False
musique,topic_silo,train,2hop__10706_195380,14,0.035704564303159714,0.6505419015884399,False
musique,topic_silo,train,4hop1__632232_164954_6975_6833,11,0.036914803087711334,0.6180013418197632,False
musique,topic_silo,train,2hop__600270_42277,8,0.05467982217669487,0.6075435876846313,False
musique,topic_silo,train,3hop1__109053_771265_1940,6,0.04481678083539009,0.5720890760421753,False
musique,topic_silo,train,2hop__406222_748934,8,0.04939446598291397,0.5880864262580872,False
musique,topic_silo,train,2hop__121603_79705,5,0.058163948357105255,0.5825686454772949,False
musique,topic_silo,train,2hop__9491_9509,7,0.0633666142821312,0.5930669903755188,False
musique,topic_silo,train,2hop__158048_33141,7,0.055139973759651184,0.6509430408477783,False
musique,topic_silo,train,2hop__429345_45731,6,0.07013850659132004,0.5757781863212585,False
musique,topic_silo,train,4hop1__75408_46321_1955_417709,1,0.04192003607749939,0.624707818031311,False
musique,topic_silo,train,2hop__87059_33141,10,0.042308297008275986,0.7087512612342834,False
musique,topic_silo,train,3hop1__684351_10446_10422,2,0.04672444239258766,0.5854027271270752,False
musique,topic_silo,train,2hop__161709_51040,4,0.05467696860432625,0.6304858326911926,False
musique,topic_silo,train,2hop__293573_54210,0,0.05606439709663391,0.6605503559112549,False
musique,topic_silo,train,2hop__637286_853000,14,0.033587899059057236,0.679640531539917,False
musique,topic_silo,train,3hop1__626635_830682_68600,2,0.07043643295764923,0.6317916512489319,False
musique,topic_silo,train,2hop__207571_126101,11,0.03845079988241196,0.6518560647964478,False
musique,topic_silo,train,2hop__854389_150998,14,0.08359307795763016,0.5648828148841858,False
musique,topic_silo,train,2hop__534137_180414,7,0.0833178162574768,0.6613333225250244,False
musique,topic_silo,train,2hop__92286_832457,0,0.029768195003271103,0.6758610010147095,False
musique,topic_silo,train,2hop__464907_83374,19,0.038274556398391724,0.5665756464004517,False
musique,topic_silo,train,2hop__5501_23142,8,0.043003737926483154,0.6406126022338867,False
musique,topic_silo,train,4hop1__159915_46321_1955_88270,13,0.08438724279403687,0.6553834080696106,False
musique,topic_silo,train,2hop__518585_32463,1,0.034727804362773895,0.597520649433136,False
musique,topic_silo,train,3hop1__481916_600284_161879,6,0.045090869069099426,0.6448226571083069,False
musique,topic_silo,train,2hop__381521_127418,8,0.09441845864057541,0.6570702791213989,False
musique,topic_silo,train,4hop3__31642_754527_363197_20507,14,0.03916735202074051,0.6398133635520935,False
musique,topic_silo,train,2hop__30223_26501,7,0.06254897266626358,0.5788325071334839,False
musique,topic_silo,train,2hop__86087_79547,17,0.09217457473278046,0.7085170745849609,False
musique,topic_silo,train,2hop__131023_609442,17,0.03918416053056717,0.5838391184806824,False
musique,topic_silo,train,2hop__125595_68737,0,0.046170346438884735,0.6602380275726318,False
musique,topic_silo,train,2hop__311987_776856,10,0.05624561384320259,0.6142281293869019,False
musique,topic_silo,train,3hop1__357856_548045_64745,8,0.052324846386909485,0.5749222040176392,False
musique,topic_silo,train,2hop__129414_92119,8,0.043823838233947754,0.6260669827461243,False
musique,topic_silo,train,2hop__240975_736878,15,0.043857213109731674,0.5898141264915466,False
musique,topic_silo,train,2hop__87591_93263,5,0.039996761828660965,0.6619622707366943,False
musique,topic_silo,train,2hop__102217_52230,1,0.05487263947725296,0.6352759599685669,False
musique,topic_silo,train,2hop__849585_24779,18,0.04178739711642265,0.6423078775405884,False
musique,topic_silo,train,2hop__107217_91469,7,0.056001897901296616,0.6454524397850037,False
musique,topic_silo,train,2hop__236674_11226,9,0.041003674268722534,0.6274199485778809,False
musique,topic_silo,train,2hop__746092_686699,4,0.04327930137515068,0.5951299667358398,False
musique,topic_silo,train,3hop1__51137_787757_69397,6,0.050477534532547,0.6072139143943787,False
musique,topic_silo,train,3hop1__624062_145979_49385,3,0.02635389007627964,0.6778867244720459,False
musique,topic_silo,train,3hop1__144455_6975_6832,7,0.05895514413714409,0.6119856238365173,False
musique,topic_silo,train,2hop__624621_121880,13,0.031219853088259697,0.630966067314148,False
musique,topic_silo,train,2hop__865507_22041,16,0.04284743219614029,0.5640386343002319,False
musique,topic_silo,train,2hop__662379_36741,5,0.04417191445827484,0.6035683155059814,False
musique,topic_silo,train,4hop3__752182_280480_160165_606586,9,0.11561025679111481,0.6597201824188232,False
musique,topic_silo,train,2hop__615335_61232,10,0.07069916278123856,0.5990320444107056,False
musique,topic_silo,train,3hop1__76303_69948_617898,13,0.0734817311167717,0.5635578632354736,False
musique,topic_silo,train,2hop__334826_52667,6,0.0414833165705204,0.5821800827980042,False
musique,topic_silo,train,2hop__634895_513189,11,0.06049558147788048,0.617948591709137,False
musique,topic_silo,train,2hop__595136_59072,6,0.06896421313285828,0.596084475517273,False
musique,topic_silo,train,2hop__131380_200897,9,0.13994868099689484,0.6885548830032349,False
musique,topic_silo,train,2hop__23139_23202,13,0.06940411031246185,0.6272760629653931,False
musique,topic_silo,train,2hop__35411_9902,10,0.049032993614673615,0.6062499284744263,False
musique,topic_silo,train,2hop__376081_127733,8,0.05187474936246872,0.633425235748291,False
musique,topic_silo,train,2hop__245996_826724,18,0.03660474717617035,0.6258935332298279,False
musique,topic_silo,train,2hop__161136_60847,2,0.059640053659677505,0.7203869819641113,False
musique,topic_silo,train,2hop__273640_14183,18,0.07862838357686996,0.6404589414596558,False
musique,topic_silo,train,3hop1__161709_56750_1891,5,0.040766846388578415,0.5826137065887451,False
musique,topic_silo,train,3hop1__29335_30907_24600,1,0.05966469645500183,0.5733156800270081,False
musique,topic_silo,train,2hop__47308_25008,16,0.03731400519609451,0.6691652536392212,False
musique,topic_silo,train,2hop__316462_91206,6,0.06858543306589127,0.6409180760383606,False
musique,topic_silo,train,4hop1__29341_30907_482320_707201,0,0.04874928295612335,0.6549646854400635,False
musique,topic_silo,train,2hop__58142_68900,14,0.036324452608823776,0.6323299407958984,False
musique,topic_silo,train,2hop__145916_44163,9,0.04878120496869087,0.6114583015441895,False
musique,topic_silo,train,2hop__185637_92217,16,0.07272065430879593,0.578789472579956,False
musique,topic_silo,train,2hop__155940_53204,12,0.043902043253183365,0.6358835101127625,False
musique,topic_silo,train,2hop__766294_22235,18,0.04067246615886688,0.6440553665161133,False
musique,topic_silo,train,3hop2__70826_10543_89217,7,0.06334701925516129,0.6637008190155029,False
musique,topic_silo,train,2hop__307703_43057,13,0.06321344524621964,0.6420162320137024,False
musique,topic_silo,train,3hop1__129962_832324_795274,12,0.04814827814698219,0.6515072584152222,False
musique,topic_silo,train,2hop__157197_60943,0,0.04802579805254936,0.6535132527351379,False
musique,topic_silo,train,2hop__275017_160798,6,0.05012288689613342,0.6319343447685242,False
musique,topic_silo,train,2hop__291492_406192,2,0.03130166605114937,0.7015348672866821,False
musique,topic_silo,train,2hop__141928_570414,14,0.052251335233449936,0.694572925567627,False
musique,topic_silo,train,2hop__76656_85807,14,0.041353534907102585,0.631223738193512,False
musique,topic_silo,train,2hop__480872_406192,2,0.033585142344236374,0.6655051708221436,False
musique,topic_silo,train,2hop__361918_88978,17,0.06398952007293701,0.6164569854736328,False
musique,topic_silo,train,2hop__131489_50788,14,0.0339355394244194,0.6439216732978821,False
musique,topic_silo,train,2hop__123252_26382,5,0.06314528733491898,0.5817413926124573,False
musique,topic_silo,train,2hop__177131_565667,17,0.05846872925758362,0.6879258751869202,False
musique,topic_silo,train,2hop__288188_872,17,0.05151793733239174,0.5709193348884583,False
musique,topic_silo,train,2hop__134811_690498,11,0.03820384666323662,0.6124212145805359,False
musique,topic_silo,train,2hop__41723_75679,8,0.04787552356719971,0.5805444717407227,False
musique,topic_silo,train,2hop__95209_673383,10,0.06058480590581894,0.5971912145614624,False
musique,topic_silo,train,2hop__107141_20314,4,0.0652301236987114,0.5946196913719177,False
musique,topic_silo,train,2hop__799085_504109,6,0.06559673696756363,0.651619553565979,False
musique,topic_silo,train,3hop1__92052_300878_161879,2,0.08486103266477585,0.6387455463409424,False
musique,topic_silo,train,2hop__828334_75671,9,0.043183960020542145,0.6434169411659241,False
musique,topic_silo,train,3hop2__36656_63595_53125,19,0.05413420498371124,0.631672739982605,False
musique,topic_silo,train,2hop__352532_835780,18,0.037037063390016556,0.6558189988136292,False
musique,topic_silo,train,2hop__143963_41141,8,0.05541319027543068,0.5774397850036621,False
musique,topic_silo,train,2hop__786625_751489,15,0.07203225791454315,0.6615629196166992,False
musique,topic_silo,train,2hop__107743_863816,13,0.03375710919499397,0.6057077646255493,False
