method,subgroup,n,early_recall,bridge_recall,support_title_recall,answer_f1,joint_f1,hp1_score,note
agent_dynamic_no_bridge_guard,bridge-heavy subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_hardness,hard-query subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_hardness,easy-query subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_hardness,rare-domain subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_hardness,common-domain subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_hardness,hard-client subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_hardness,normal-client subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_hardness,early-evidence-needed subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_hardness,bridge-heavy subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_rarity,hard-query subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_rarity,easy-query subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_rarity,rare-domain subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_rarity,common-domain subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_rarity,hard-client subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_rarity,normal-client subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_rarity,early-evidence-needed subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_dynamic_no_rarity,bridge-heavy subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_dynamic_slot,hard-query subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_dynamic_slot,easy-query subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_dynamic_slot,rare-domain subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_dynamic_slot,common-domain subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_dynamic_slot,hard-client subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_dynamic_slot,normal-client subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_dynamic_slot,early-evidence-needed subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_dynamic_slot,bridge-heavy subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_0,hard-query subset,275,0.0,0.6312727272727279,,,,0.44619636363636384,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_0,easy-query subset,275,0.0,0.6312727272727279,,,,0.44619636363636384,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_0,rare-domain subset,275,0.0,0.6312727272727279,,,,0.44619636363636384,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_0,common-domain subset,275,0.0,0.6312727272727279,,,,0.44619636363636384,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_0,hard-client subset,275,0.0,0.6312727272727279,,,,0.44619636363636384,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_0,normal-client subset,275,0.0,0.6312727272727279,,,,0.44619636363636384,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_0,early-evidence-needed subset,275,0.0,0.6312727272727279,,,,0.44619636363636384,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_0,bridge-heavy subset,275,0.0,0.6312727272727279,,,,0.44619636363636384,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_1,hard-query subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_1,easy-query subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_1,rare-domain subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_1,common-domain subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_1,hard-client subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_1,normal-client subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_1,early-evidence-needed subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_1,bridge-heavy subset,275,0.1999999999999998,0.5956363636363642,,,,0.49029818181818197,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_2,hard-query subset,275,0.3999999999999997,0.399272727272727,,,,0.4917163636363634,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_2,easy-query subset,275,0.3999999999999997,0.399272727272727,,,,0.4917163636363634,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_2,rare-domain subset,275,0.3999999999999997,0.399272727272727,,,,0.4917163636363634,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_2,common-domain subset,275,0.3999999999999997,0.399272727272727,,,,0.4917163636363634,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_2,hard-client subset,275,0.3999999999999997,0.399272727272727,,,,0.4917163636363634,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_2,normal-client subset,275,0.3999999999999997,0.399272727272727,,,,0.4917163636363634,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_2,early-evidence-needed subset,275,0.3999999999999997,0.399272727272727,,,,0.4917163636363634,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_2,bridge-heavy subset,275,0.3999999999999997,0.399272727272727,,,,0.4917163636363634,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_3,hard-query subset,275,0.6000000000000006,0.1999999999999998,,,,0.4760000000000001,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_3,easy-query subset,275,0.6000000000000006,0.1999999999999998,,,,0.4760000000000001,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_3,rare-domain subset,275,0.6000000000000006,0.1999999999999998,,,,0.4760000000000001,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_3,common-domain subset,275,0.6000000000000006,0.1999999999999998,,,,0.4760000000000001,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_3,hard-client subset,275,0.6000000000000006,0.1999999999999998,,,,0.4760000000000001,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_3,normal-client subset,275,0.6000000000000006,0.1999999999999998,,,,0.4760000000000001,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_3,early-evidence-needed subset,275,0.6000000000000006,0.1999999999999998,,,,0.4760000000000001,proxy strict subgroup; query-level merge after official eval
agent_fixed_slot_3,bridge-heavy subset,275,0.6000000000000006,0.1999999999999998,,,,0.4760000000000001,proxy strict subgroup; query-level merge after official eval
agent_pm_bandit_slot,hard-query subset,275,0.3636363636363635,0.42909090909090863,,,,0.548072727272727,proxy strict subgroup; query-level merge after official eval
agent_pm_bandit_slot,easy-query subset,275,0.3636363636363635,0.42909090909090863,,,,0.548072727272727,proxy strict subgroup; query-level merge after official eval
agent_pm_bandit_slot,rare-domain subset,275,0.3636363636363635,0.42909090909090863,,,,0.548072727272727,proxy strict subgroup; query-level merge after official eval
agent_pm_bandit_slot,common-domain subset,275,0.3636363636363635,0.42909090909090863,,,,0.548072727272727,proxy strict subgroup; query-level merge after official eval
agent_pm_bandit_slot,hard-client subset,275,0.3636363636363635,0.42909090909090863,,,,0.548072727272727,proxy strict subgroup; query-level merge after official eval
agent_pm_bandit_slot,normal-client subset,275,0.3636363636363635,0.42909090909090863,,,,0.548072727272727,proxy strict subgroup; query-level merge after official eval
agent_pm_bandit_slot,early-evidence-needed subset,275,0.3636363636363635,0.42909090909090863,,,,0.548072727272727,proxy strict subgroup; query-level merge after official eval
agent_pm_bandit_slot,bridge-heavy subset,275,0.3636363636363635,0.42909090909090863,,,,0.548072727272727,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_full,hard-query subset,825,0.3636363636363634,0.4327272727272723,,,,0.5094909090909089,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_full,easy-query subset,825,0.3636363636363634,0.4327272727272723,,,,0.5094909090909089,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_full,rare-domain subset,825,0.3636363636363634,0.4327272727272723,,,,0.5094909090909089,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_full,common-domain subset,825,0.3636363636363634,0.4327272727272723,,,,0.5094909090909089,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_full,hard-client subset,825,0.3636363636363634,0.4327272727272723,,,,0.5094909090909089,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_full,normal-client subset,825,0.3636363636363634,0.4327272727272723,,,,0.5094909090909089,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_full,early-evidence-needed subset,825,0.3636363636363634,0.4327272727272723,,,,0.5094909090909089,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_full,bridge-heavy subset,825,0.3636363636363634,0.4327272727272723,,,,0.5094909090909089,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_failure_memory,hard-query subset,275,0.3636363636363635,0.3919999999999997,,,,0.5176072727272726,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_failure_memory,easy-query subset,275,0.3636363636363635,0.3919999999999997,,,,0.5176072727272726,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_failure_memory,rare-domain subset,275,0.3636363636363635,0.3919999999999997,,,,0.5176072727272726,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_failure_memory,common-domain subset,275,0.3636363636363635,0.3919999999999997,,,,0.5176072727272726,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_failure_memory,hard-client subset,275,0.3636363636363635,0.3919999999999997,,,,0.5176072727272726,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_failure_memory,normal-client subset,275,0.3636363636363635,0.3919999999999997,,,,0.5176072727272726,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_failure_memory,early-evidence-needed subset,275,0.3636363636363635,0.3919999999999997,,,,0.5176072727272726,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_failure_memory,bridge-heavy subset,275,0.3636363636363635,0.3919999999999997,,,,0.5176072727272726,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_instability_penalty,hard-query subset,275,0.3636363636363635,0.41745454545454513,,,,0.5155345454545452,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_instability_penalty,easy-query subset,275,0.3636363636363635,0.41745454545454513,,,,0.5155345454545452,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_instability_penalty,rare-domain subset,275,0.3636363636363635,0.41745454545454513,,,,0.5155345454545452,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_instability_penalty,common-domain subset,275,0.3636363636363635,0.41745454545454513,,,,0.5155345454545452,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_instability_penalty,hard-client subset,275,0.3636363636363635,0.41745454545454513,,,,0.5155345454545452,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_instability_penalty,normal-client subset,275,0.3636363636363635,0.41745454545454513,,,,0.5155345454545452,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_instability_penalty,early-evidence-needed subset,275,0.3636363636363635,0.41745454545454513,,,,0.5155345454545452,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_instability_penalty,bridge-heavy subset,275,0.3636363636363635,0.41745454545454513,,,,0.5155345454545452,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_memory,hard-query subset,275,0.3454545454545454,0.4021818181818178,,,,0.5359418181818181,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_memory,easy-query subset,275,0.3454545454545454,0.4021818181818178,,,,0.5359418181818181,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_memory,rare-domain subset,275,0.3454545454545454,0.4021818181818178,,,,0.5359418181818181,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_memory,common-domain subset,275,0.3454545454545454,0.4021818181818178,,,,0.5359418181818181,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_memory,hard-client subset,275,0.3454545454545454,0.4021818181818178,,,,0.5359418181818181,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_memory,normal-client subset,275,0.3454545454545454,0.4021818181818178,,,,0.5359418181818181,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_memory,early-evidence-needed subset,275,0.3454545454545454,0.4021818181818178,,,,0.5359418181818181,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_memory,bridge-heavy subset,275,0.3454545454545454,0.4021818181818178,,,,0.5359418181818181,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_rarity_memory,hard-query subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_rarity_memory,easy-query subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_rarity_memory,rare-domain subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_rarity_memory,common-domain subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_rarity_memory,hard-client subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_rarity_memory,normal-client subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_rarity_memory,early-evidence-needed subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_rarity_memory,bridge-heavy subset,275,0.3454545454545454,0.45090909090909037,,,,0.5069454545454544,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_utility_ema,hard-query subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_utility_ema,easy-query subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_utility_ema,rare-domain subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_utility_ema,common-domain subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_utility_ema,hard-client subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_utility_ema,normal-client subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_utility_ema,early-evidence-needed subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_pm_dynamic_no_utility_ema,bridge-heavy subset,275,0.3636363636363635,0.4327272727272723,,,,0.509490909090909,proxy strict subgroup; query-level merge after official eval
agent_rule_v7,hard-query subset,275,0.1999999999999998,0.5985454545454552,,,,0.5034327272727274,proxy strict subgroup; query-level merge after official eval
agent_rule_v7,easy-query subset,275,0.1999999999999998,0.5985454545454552,,,,0.5034327272727274,proxy strict subgroup; query-level merge after official eval
agent_rule_v7,rare-domain subset,275,0.1999999999999998,0.5985454545454552,,,,0.5034327272727274,proxy strict subgroup; query-level merge after official eval
agent_rule_v7,common-domain subset,275,0.1999999999999998,0.5985454545454552,,,,0.5034327272727274,proxy strict subgroup; query-level merge after official eval
agent_rule_v7,hard-client subset,275,0.1999999999999998,0.5985454545454552,,,,0.5034327272727274,proxy strict subgroup; query-level merge after official eval
agent_rule_v7,normal-client subset,275,0.1999999999999998,0.5985454545454552,,,,0.5034327272727274,proxy strict subgroup; query-level merge after official eval
agent_rule_v7,early-evidence-needed subset,275,0.1999999999999998,0.5985454545454552,,,,0.5034327272727274,proxy strict subgroup; query-level merge after official eval
agent_rule_v7,bridge-heavy subset,275,0.1999999999999998,0.5985454545454552,,,,0.5034327272727274,proxy strict subgroup; query-level merge after official eval
agent_rule_v7_dynamic,hard-query subset,550,0.3636363636363634,0.4363636363636359,,,,0.5229090909090907,proxy strict subgroup; query-level merge after official eval
agent_rule_v7_dynamic,easy-query subset,550,0.3636363636363634,0.4363636363636359,,,,0.5229090909090907,proxy strict subgroup; query-level merge after official eval
agent_rule_v7_dynamic,rare-domain subset,550,0.3636363636363634,0.4363636363636359,,,,0.5229090909090907,proxy strict subgroup; query-level merge after official eval
agent_rule_v7_dynamic,common-domain subset,550,0.3636363636363634,0.4363636363636359,,,,0.5229090909090907,proxy strict subgroup; query-level merge after official eval
agent_rule_v7_dynamic,hard-client subset,550,0.3636363636363634,0.4363636363636359,,,,0.5229090909090907,proxy strict subgroup; query-level merge after official eval
agent_rule_v7_dynamic,normal-client subset,550,0.3636363636363634,0.4363636363636359,,,,0.5229090909090907,proxy strict subgroup; query-level merge after official eval
agent_rule_v7_dynamic,early-evidence-needed subset,550,0.3636363636363634,0.4363636363636359,,,,0.5229090909090907,proxy strict subgroup; query-level merge after official eval
agent_rule_v7_dynamic,bridge-heavy subset,550,0.3636363636363634,0.4363636363636359,,,,0.5229090909090907,proxy strict subgroup; query-level merge after official eval
hypernet_v6,hard-query subset,275,0.0,0.588363636363637,,,,0.4134618181818183,proxy strict subgroup; query-level merge after official eval
hypernet_v6,easy-query subset,275,0.0,0.588363636363637,,,,0.4134618181818183,proxy strict subgroup; query-level merge after official eval
hypernet_v6,rare-domain subset,275,0.0,0.588363636363637,,,,0.4134618181818183,proxy strict subgroup; query-level merge after official eval
hypernet_v6,common-domain subset,275,0.0,0.588363636363637,,,,0.4134618181818183,proxy strict subgroup; query-level merge after official eval
hypernet_v6,hard-client subset,275,0.0,0.588363636363637,,,,0.4134618181818183,proxy strict subgroup; query-level merge after official eval
hypernet_v6,normal-client subset,275,0.0,0.588363636363637,,,,0.4134618181818183,proxy strict subgroup; query-level merge after official eval
hypernet_v6,early-evidence-needed subset,275,0.0,0.588363636363637,,,,0.4134618181818183,proxy strict subgroup; query-level merge after official eval
hypernet_v6,bridge-heavy subset,275,0.0,0.588363636363637,,,,0.4134618181818183,proxy strict subgroup; query-level merge after official eval
