canonical_query_id,source,dataset,uses,artifact_path,artifact_hash,reason
5a70f10a5542994082a3e409,r5_p0_ledger,hotpotqa,usage-unresolved,V7-HP-PAPER/v17_fedaction_rag/partitions/client_query_distribution.csv,e2d7c9c0146f21f9b56193ae31171e5d582ca12020a30a1c7cd497f041619170,artifact purpose cannot be proven; conservative contamination
5a70f10a5542994082a3e409,r5_p0_ledger,hotpotqa,train,V7-HP-PAPER/v20_arc_fedsearch/stage_r3_probe_route/hotpot_transfer/protocol/probe_train.jsonl,9ecb580dcf99afbc62c5f4d7b8453965037f928d3512c45427d3746e1c2de58c,entered model/router/ranker/selector development artifact
5a70f1115542994082a3e40a,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/data/hotpotqa/calibration.jsonl,c2cd81d9a48e62771e502bc0ed6eaf37ae7157dcd97066a1d48ecd8e77f5cfc3,entered calibration/oracle/go-no-go artifact
5a70f1115542994082a3e40a,r5_p0_ledger,hotpotqa,usage-unresolved,V7-HP-PAPER/v17_fedaction_rag/partitions/client_query_distribution.csv,e2d7c9c0146f21f9b56193ae31171e5d582ca12020a30a1c7cd497f041619170,artifact purpose cannot be proven; conservative contamination
5a70f20a5542994082a3e415,explicit_logistic_train_5000,hotpotqa,train,V7-HP-PAPER/v20_arc_fedsearch/stage_r3_probe_route/hotpot_transfer/protocol/probe_train.jsonl,9ecb580dcf99afbc62c5f4d7b8453965037f928d3512c45427d3746e1c2de58c,frozen Hotpot Logistic ProbeRoute training split
5a70f20a5542994082a3e415,r5_p0_ledger,hotpotqa,train,V7-HP-PAPER/v17_fedaction_rag/data/hotpotqa/train.jsonl,9ecb580dcf99afbc62c5f4d7b8453965037f928d3512c45427d3746e1c2de58c,entered model/router/ranker/selector development artifact
5a70f20a5542994082a3e415,r5_p0_ledger,hotpotqa,usage-unresolved,V7-HP-PAPER/v17_fedaction_rag/partitions/client_query_distribution.csv,e2d7c9c0146f21f9b56193ae31171e5d582ca12020a30a1c7cd497f041619170,artifact purpose cannot be proven; conservative contamination
5a70f20a5542994082a3e415,r5_p0_ledger,hotpotqa,train,V7-HP-PAPER/v20_arc_fedsearch/stage_r3_probe_route/hotpot_transfer/protocol/probe_train.jsonl,9ecb580dcf99afbc62c5f4d7b8453965037f928d3512c45427d3746e1c2de58c,entered model/router/ranker/selector development artifact
5a70f21b5542994082a3e416,explicit_logistic_train_5000,hotpotqa,train,V7-HP-PAPER/v20_arc_fedsearch/stage_r3_probe_route/hotpot_transfer/protocol/probe_train.jsonl,9ecb580dcf99afbc62c5f4d7b8453965037f928d3512c45427d3746e1c2de58c,frozen Hotpot Logistic ProbeRoute training split
5a70f21b5542994082a3e416,r5_p0_ledger,hotpotqa,train,V7-HP-PAPER/v17_fedaction_rag/data/hotpotqa/train.jsonl,9ecb580dcf99afbc62c5f4d7b8453965037f928d3512c45427d3746e1c2de58c,entered model/router/ranker/selector development artifact
5a70f21b5542994082a3e416,r5_p0_ledger,hotpotqa,usage-unresolved,V7-HP-PAPER/v17_fedaction_rag/partitions/client_query_distribution.csv,e2d7c9c0146f21f9b56193ae31171e5d582ca12020a30a1c7cd497f041619170,artifact purpose cannot be proven; conservative contamination
5a70f21b5542994082a3e416,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0a_trainability_context_delta/hard_negatives/hard_negative_manifest.jsonl,bcc40aaba52292ece888eb99d4473b918101eb85e1f013d5e41fb1b72122f8cc,entered reader prediction/evaluation artifact
5a70f21b5542994082a3e416,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/training_audit/pc1_negative_contract.csv,c1d41399c2b721e576c787faf41316359068200255762c3732218df73c8359a3,entered reader prediction/evaluation artifact
5a70f21b5542994082a3e416,r5_p0_ledger,hotpotqa,train,V7-HP-PAPER/v20_arc_fedsearch/stage_r3_probe_route/hotpot_transfer/packets/smoke_train.jsonl,4dd1b6cfdcaa61eb4614e681d97d528b4d103158409568cbbb32584bab7bafc4,entered model/router/ranker/selector development artifact
5a70f21b5542994082a3e416,r5_p0_ledger,hotpotqa,train,V7-HP-PAPER/v20_arc_fedsearch/stage_r3_probe_route/hotpot_transfer/protocol/probe_train.jsonl,9ecb580dcf99afbc62c5f4d7b8453965037f928d3512c45427d3746e1c2de58c,entered model/router/ranker/selector development artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,usage-unresolved,V7-HP-PAPER/v17_fedaction_rag/data/hotpotqa/development.jsonl,f9c9fecf79100a6b08766729d3e340e0fc0cec482983bfdb4d585e44eceacd9c,artifact purpose cannot be proven; conservative contamination
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/evidence_dispersion.csv,38f47b19f49c96907cef2cd52280c71e5126759e5d96b67affceb62fa0c9df54,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/contexts/hotpotqa_centralized.jsonl,6555c48dfce3d6c2e642e5cc61ee64f331752604f58fd19923d25693ff7c9fca,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/contexts/hotpotqa_entity_community.jsonl,27e5adf9b36ec3f7246a6e554790281504865ab245ecf417871c0cc8827cedc5,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/contexts/hotpotqa_random_control.jsonl,768237a22e7686926a7f2f306e14b80a30edaee71841c18bb5df365b39d7e042,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/contexts/hotpotqa_topic_silo.jsonl,f8f38cde1ed3e6ec5d5023c4729db99c6ba34953fedf36e3959d6de3b09e9ec5,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/contexts/hotpotqa_topic_silo_bc2.jsonl,118659305ad20e2593f4e095d5a072c7afdfc2c30dd79113988d0a6b87e5769e,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/pools/hotpotqa_centralized.jsonl,1a174792910f6f55b512ef0013ffeaaed91822a7f2702ef5524f08b74f34c1d4,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/pools/hotpotqa_entity_community.jsonl,ad3f98b35505afad8a549439f59e9305877707fbd22a8b38ab49813474b321fb,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/pools/hotpotqa_random_control.jsonl,1397289530a05db98ffb791c769e71cef6fad44064248a6f6017dc65645d288a,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/pools/hotpotqa_topic_silo.jsonl,e8df2912f9ca968585de24f4dbea5d7bc375bfa8acd5255b6ec6f7cb9933d5a8,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/pools/hotpotqa_topic_silo_bc2.jsonl,ee7fd7c4bf128b56cad6f1da1e07156164303610a431a69d09a75995e62e7a1f,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_centralized_flan.jsonl,bee27c852ea0b77b31a93d572d211d11eb7a74cb6924b60698b3bfd6c0a28340,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_centralized_unifiedqa.jsonl,e563581e9d3c960caa59b91f8f82c4550206ce1b5d81354d65ed525187a4e84f,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_entity_community_flan.jsonl,4741e319555baec90ccf380435e23e7860d98067139b251f0309f9edc44afc67,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_entity_community_unifiedqa.jsonl,2405b8e32c47788b46ef7c87b56d7608b58065caa81f63943f873da2183e33c5,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_random_control_flan.jsonl,19986bbf02c66884f16ffb4a7a5a3df4cb7528f1b2cd4293a9d2691e8b8328f0,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_random_control_unifiedqa.jsonl,c490765cbd51e0f98c07e99dcd1edf474f82ff0464cd148da0a899b2363a4a2f,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_topic_silo_bc2_flan.jsonl,f7b3909366e373493b3d3a00d06c95e5fc800180740a2155b26f6f160fa013c3,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_topic_silo_bc2_unifiedqa.jsonl,cef9112ea79d0aaa0fb519878179eb92c00477d4c95b721888c2a3c7ac46da02,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_topic_silo_flan.jsonl,0674cf19bfb472a99c9f1271901de69de4267de6dcbe11ea2b6612973ac0c4c4,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/reader_outputs/hotpotqa_topic_silo_unifiedqa.jsonl,5f1178341a36de1da00f465a43299a741e6783a42ac2f7039cf94790fa6a5574,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_centralized_flan_per_query.csv,1fa5eca63128f72924bd47568faf73e0925cb77613539d2a0e5a08078785471e,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_centralized_unifiedqa_per_query.csv,84b1737cbefda8143c462f268d65ecc1ea9cdb556a21f9322fd23c47f50be45e,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_entity_community_flan_per_query.csv,40c607a05fc787c6a9303f94984f43ffb936b25153ab2b1838da338357e8e2cd,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_entity_community_unifiedqa_per_query.csv,48f90ad9d81074495267a22f6e7fe63ccc958cdce2e8f972260a3f223b5c7849,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_random_control_flan_per_query.csv,be69a406ce8df41166424a06c0a34acf335fba7d9658af2dff6cbd38b224e33b,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_random_control_unifiedqa_per_query.csv,cd48535fb026e3d9338e365f06f9d397b4a42f482b19b9f581de632ad63b28ef,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_topic_silo_bc2_flan_per_query.csv,e043ac62f89ce4f7528ffee6d5bcf0e9dcdada61b62154331890ac8cea47ee15,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_topic_silo_bc2_unifiedqa_per_query.csv,6344c20f18a92f5a88b294205836aa7d22b0ece7fde777ba8f4b7e65909fe2c0,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_topic_silo_flan_per_query.csv,aeb06a7d963c5bf5fe55a680a117248b510138cc98103f991f06141519d176f7,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/hotpotqa_topic_silo_unifiedqa_per_query.csv,5521d5947b0b4329b3db608f2921e746213ae0d08b4c34a06a52dbcfd5401560,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,threshold-selection,V7-HP-PAPER/v17_fedaction_rag/oracle/phase_a_checkpoint100/results/routing_metrics_per_query.csv,4c281c50c043f2822fd6ef1ea4eb1faa778b19b9c2bd7a3ae54512e29146e119,entered calibration/oracle/go-no-go artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,usage-unresolved,V7-HP-PAPER/v17_fedaction_rag/partitions/client_query_distribution.csv,e2d7c9c0146f21f9b56193ae31171e5d582ca12020a30a1c7cd497f041619170,artifact purpose cannot be proven; conservative contamination
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/centralized/adapted_pool.jsonl,ea43a15053edb847e629d7ea9e4e0a69b896ded0c06892630f1329ff4e343887,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/centralized/contexts.jsonl,90c36b20813fa514e5746f1a8ea782ed6942ac710471376433ee99c72ca287ff,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/fedavg/adapted_pool.jsonl,166cff8df9825b3882ed9ed6d491094811018a98dceed5903cc6f151430bc3da,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/fedavg/contexts.jsonl,b713accd96d76fa5129c3024a57d58ad6bd1021d1b21777057fd55245cf87b00,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/fedprox/adapted_pool.jsonl,22627bce8aaa81a801d13faf4a2d164dea3062ecca0a090a330072c29e2af53d,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/fedprox/contexts.jsonl,35756f93d5a876788d39bb05c1c7bd6ec4bccc9e54701dd538e7ae1db2db2581,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/frozen/adapted_pool.jsonl,0d37bde674f36bca02c6869300ba3c68b92de7a9afc4fed3ad7ed91de3d5353c,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/frozen/contexts.jsonl,bd7727f4ce16a3421b08ccaf4d300069e3790202d871791f8952f3d70a692134,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/scaffold/adapted_pool.jsonl,5d92f10c47b2fc16de32505056f9a3337a5aa3ee304946afb095314f520fd927,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0_full_upload/smoke_hotpotqa_seed20260731/scaffold/contexts.jsonl,40be495db0ff39941038809050e689a0eb6623ddace39e073f0fbae3c1a25b40,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0a_trainability_context_delta/audit/per_query_ranking_delta.jsonl,1658c88564dd60208eac42e51e94593c2d1f85cf0f8767e7387a92097c6073d2,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0a_trainability_context_delta/positive_control/pc1_audit_inputs/frozen/adapted_pool.jsonl,0d37bde674f36bca02c6869300ba3c68b92de7a9afc4fed3ad7ed91de3d5353c,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0a_trainability_context_delta/positive_control/pc1_audit_inputs/pc1/adapted_pool.jsonl,1d68ab18aa0bbfd0893379d1ee0ebe9ff13f350a8b0cbbcc108cde384362ddee,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0a_trainability_context_delta/positive_control/pc1_hard_negative/adapted_pool.jsonl,1d68ab18aa0bbfd0893379d1ee0ebe9ff13f350a8b0cbbcc108cde384362ddee,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0a_trainability_context_delta/positive_control/pc1_hard_negative/contexts.jsonl,f73f9921e8220ddd3b5ff723c62e04265251cd0d9a423d407259482317184432,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0a_trainability_context_delta/positive_control/pc1_ranking_audit/per_query_ranking_delta.jsonl,de2bc3f475f9e058bf7e5cabe4571c74ed3c8366837ff5f4aca25222e1a968b0,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/boundary_audit/pc1_per_query_categories.csv,97fe08cee864d3cff358d7c15e57eb0a8dc1a50fdc16d4bffeca36832cbe9b9a,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/boundary_audit/rank5_rank10_margin.csv,976e2d52bd16ea635793ffdaf2d4aace45593ac3514479644dcaa5235ba76c93,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/boundary_audit/support_rank_transition.csv,a4452e4ff72e18c21023f5c5fa5674b8eecb940748d119c35ea33f19818ccb1f,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/pc2a_boundary_negatives/adapted_pool.jsonl,6a567f0d0cd9c807f55143229eb382d2a3253ce51d1642a5b3e7e197e9ba844b,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/pc2a_boundary_negatives/boundary_audit/pc1_per_query_categories.csv,6677b3e255cd4a4bda0938d25bcdd24a3398f5be39e0a9631cd9bc2c2f949bb1,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/pc2a_boundary_negatives/boundary_audit/rank5_rank10_margin.csv,976e2d52bd16ea635793ffdaf2d4aace45593ac3514479644dcaa5235ba76c93,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/pc2a_boundary_negatives/boundary_audit/support_rank_transition.csv,74ab465cf36e62360ed92288e7765b354d0eeacf8d7967ef617bca99ecd2e4d0,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/pc2a_boundary_negatives/boundary_training_manifest.jsonl,fc048f16eca92333d63c4d737b001c3c2842e7516edbed65e57b49aca9be2a4f,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/pc2a_boundary_negatives/contexts.jsonl,631a5879656bb119cc965e3bc77bd441baca02f4530ad82b8772cf7a21a71206,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,hotpotqa,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/pc2b_multi_positive/adapted_pool.jsonl,c0021e73ce346b79ded13458551d8be10c94852938302b3994571415fa61e23b,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/pc2b_multi_positive/boundary_audit/pc1_per_query_categories.csv,604b65599b85537b8ad2861b326a3eaa045dff09291b56506dedf4abd85f6339,entered reader prediction/evaluation artifact
5a70f2275542994082a3e417,r5_p0_ledger,unknown,reader-eval,V7-HP-PAPER/v19_reader_aligned_selective_update/stage0b_top5_boundary_crossing/pc2b_multi_positive/boundary_audit/rank5_rank10_margin.csv,976e2d52bd16ea635793ffdaf2d4aace45593ac3514479644dcaa5235ba76c93,entered reader prediction/evaluation artifact
