dataset,partition,query_id,gold_support_documents,support_documents,indexed_support_fraction,support_client_count,all_evidence_one_client,evidence_two_clients,evidence_three_plus_clients,cross_client_evidence,evidence_dispersion_entropy,answer_client_count,closest_distractor_client,support_clients,support_doc_ids,support_doc_client_map
musique,topic_silo,2hop__129115_91717,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,6,9|10,musique:5cbf9cdf5ba87a3618e8|musique:fe9923e0171131861ac2,"{""musique:5cbf9cdf5ba87a3618e8"": 9, ""musique:fe9923e0171131861ac2"": 10}"
musique,topic_silo,2hop__753498_7606,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,10,5|10,musique:49334471e910b832889e|musique:8c3b80b3611efececdf8,"{""musique:49334471e910b832889e"": 10, ""musique:8c3b80b3611efececdf8"": 5}"
musique,topic_silo,2hop__8531_24846,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,0,0|4,musique:5a99db1056eaa452bdb5|musique:71301a376a534ef0aebe,"{""musique:5a99db1056eaa452bdb5"": 0, ""musique:71301a376a534ef0aebe"": 4}"
musique,topic_silo,2hop__134202_61232,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,17,17,musique:ee41e1a634e7e30b3a76|musique:f74059ce497a915b5d00,"{""musique:ee41e1a634e7e30b3a76"": 17, ""musique:f74059ce497a915b5d00"": 17}"
musique,topic_silo,2hop__28964_10956,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,4,4,musique:237f2d700a6cab84c7e5|musique:816a02e805154be4181d,"{""musique:237f2d700a6cab84c7e5"": 4, ""musique:816a02e805154be4181d"": 4}"
musique,topic_silo,2hop__536430_126060,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,17,10|17,musique:9b693fcbf47c3adadef1|musique:a31497177ee6fc4a6379,"{""musique:9b693fcbf47c3adadef1"": 10, ""musique:a31497177ee6fc4a6379"": 17}"
musique,topic_silo,2hop__71274_67650,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,12,4|13,musique:86ec15ba774d1356b8c9|musique:dff2b98ae838ffa27b1f,"{""musique:86ec15ba774d1356b8c9"": 13, ""musique:dff2b98ae838ffa27b1f"": 4}"
musique,topic_silo,4hop1__32903_103178_799_26537,4,4,1.0,3,0,0,1,1,1.039720770836918,1,4,4|5|6,musique:77fcb0498f552bda19a3|musique:9226c31626e10b26b925|musique:ba7618e4e0e18de2b2f1|musique:f5ae68421bccc7743862,"{""musique:77fcb0498f552bda19a3"": 4, ""musique:9226c31626e10b26b925"": 5, ""musique:ba7618e4e0e18de2b2f1"": 5, ""musique:f5ae68421bccc7743862"": 6}"
musique,topic_silo,2hop__242144_64290,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,17,17,musique:7118938c0dcec5f2df0c|musique:e57ec1675df4b081af87,"{""musique:7118938c0dcec5f2df0c"": 17, ""musique:e57ec1675df4b081af87"": 17}"
musique,topic_silo,3hop1__37620_87850_93848,3,3,1.0,2,0,1,0,1,0.6365141682928128,2,2,1|13,musique:3e64dc718a30ef195e66|musique:4584351583b2fb3b238c|musique:8585f757137f15d1be47,"{""musique:3e64dc718a30ef195e66"": 13, ""musique:4584351583b2fb3b238c"": 1, ""musique:8585f757137f15d1be47"": 13}"
musique,topic_silo,2hop__436968_126711,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,3,3|11,musique:d3ae848b1028ad8275a7|musique:eae84349b9e8cd5daf2c,"{""musique:d3ae848b1028ad8275a7"": 11, ""musique:eae84349b9e8cd5daf2c"": 3}"
musique,topic_silo,2hop__122635_89953,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,7,12|16,musique:28634c108181bde42265|musique:ae56f9cb2b04f4f3ac04,"{""musique:28634c108181bde42265"": 12, ""musique:ae56f9cb2b04f4f3ac04"": 16}"
musique,topic_silo,2hop__665361_47779,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,19,15|16,musique:b987de6684f538a27934|musique:f4c2ddb2fd665d3861ca,"{""musique:b987de6684f538a27934"": 15, ""musique:f4c2ddb2fd665d3861ca"": 16}"
musique,topic_silo,2hop__841981_599261,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,6,6|9,musique:2e793924db10b4048773|musique:a65f231bdd39b04f7594,"{""musique:2e793924db10b4048773"": 6, ""musique:a65f231bdd39b04f7594"": 9}"
musique,topic_silo,2hop__80848_85856,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,2,3|19,musique:0bb100803f4ce6de561d|musique:878d4e13a7a0d9cac07f,"{""musique:0bb100803f4ce6de561d"": 3, ""musique:878d4e13a7a0d9cac07f"": 19}"
musique,topic_silo,2hop__247833_76347,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,18,3|10,musique:26123aed2f65ac4be386|musique:9a797c0d0d4fa114623b,"{""musique:26123aed2f65ac4be386"": 10, ""musique:9a797c0d0d4fa114623b"": 3}"
musique,topic_silo,2hop__23887_369731,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,3,17|18,musique:32ded861bab3957b2e4b|musique:35b75cd7d820496857d9,"{""musique:32ded861bab3957b2e4b"": 18, ""musique:35b75cd7d820496857d9"": 17}"
musique,topic_silo,2hop__764465_126539,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,18,11|18,musique:6808e506dfe9082b79f2|musique:682b910568d315b06b03,"{""musique:6808e506dfe9082b79f2"": 11, ""musique:682b910568d315b06b03"": 18}"
musique,topic_silo,2hop__137077_47237,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,1,15|19,musique:1ef0060ec0d48bd3747d|musique:5773cfade607790d11e3,"{""musique:1ef0060ec0d48bd3747d"": 19, ""musique:5773cfade607790d11e3"": 15}"
musique,topic_silo,2hop__131819_73786,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,13,13|16,musique:29cc62edec03354e477b|musique:4639b5c3a3268bc02ae1,"{""musique:29cc62edec03354e477b"": 13, ""musique:4639b5c3a3268bc02ae1"": 16}"
musique,topic_silo,2hop__70389_13787,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,1,1,musique:4fa11f62f50e117a8b9f|musique:57b8b7096fe63c66563d,"{""musique:4fa11f62f50e117a8b9f"": 1, ""musique:57b8b7096fe63c66563d"": 1}"
musique,topic_silo,2hop__20858_42892,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,11,2|3,musique:3486c0aefb50bec593af|musique:a232ca5ed86777d3c4fa,"{""musique:3486c0aefb50bec593af"": 2, ""musique:a232ca5ed86777d3c4fa"": 3}"
musique,topic_silo,2hop__721756_36839,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,11,4|7,musique:45d57f6aaae791ea5ccb|musique:99918ae58e4e4351f083,"{""musique:45d57f6aaae791ea5ccb"": 4, ""musique:99918ae58e4e4351f083"": 7}"
musique,topic_silo,2hop__143160_91782,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,11,3|15,musique:ad6f0e37a6d2ef94c727|musique:c9ead54ec419f72fb229,"{""musique:ad6f0e37a6d2ef94c727"": 3, ""musique:c9ead54ec419f72fb229"": 15}"
musique,topic_silo,2hop__64650_32505,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,0,0|4,musique:278043431fff0bf93133|musique:b7ac1657dbf4d53e84f5,"{""musique:278043431fff0bf93133"": 0, ""musique:b7ac1657dbf4d53e84f5"": 4}"
musique,topic_silo,3hop1__75023_58494_56363,3,3,1.0,2,0,1,0,1,0.6365141682928128,1,13,2|13,musique:17ddad852c77038a9e02|musique:41370be3cff4a2abd1b5|musique:f88f44e23a84f03fee5d,"{""musique:17ddad852c77038a9e02"": 2, ""musique:41370be3cff4a2abd1b5"": 13, ""musique:f88f44e23a84f03fee5d"": 2}"
musique,topic_silo,2hop__89788_24454,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,4,4,musique:616ed53ac2b9a28e7cc7|musique:a3f7d14be12dd11c8ad3,"{""musique:616ed53ac2b9a28e7cc7"": 4, ""musique:a3f7d14be12dd11c8ad3"": 4}"
musique,topic_silo,2hop__443584_86295,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,7,7,musique:056c36fc34ec288957ba|musique:3056134bfec28616e6c7,"{""musique:056c36fc34ec288957ba"": 7, ""musique:3056134bfec28616e6c7"": 7}"
musique,topic_silo,3hop1__145491_5960_47977,3,3,1.0,2,0,1,0,1,0.6365141682928128,1,10,10|19,musique:acd7c39214945da4eef9|musique:c057adc7ce61bf4cca19|musique:e11dcd89975f48d03959,"{""musique:acd7c39214945da4eef9"": 19, ""musique:c057adc7ce61bf4cca19"": 10, ""musique:e11dcd89975f48d03959"": 10}"
musique,topic_silo,3hop1__684351_10446_50948,3,3,1.0,3,0,0,1,1,1.0986122886651097,1,4,0|4|7,musique:22987175048e074e2f7d|musique:5e05f60c9d817e758fca|musique:ae79fc5b022a0dd71321,"{""musique:22987175048e074e2f7d"": 7, ""musique:5e05f60c9d817e758fca"": 0, ""musique:ae79fc5b022a0dd71321"": 4}"
musique,topic_silo,2hop__2675_5400,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,17,11|17,musique:7feeda8c20144085a614|musique:a236d31c612a07d1e00d,"{""musique:7feeda8c20144085a614"": 11, ""musique:a236d31c612a07d1e00d"": 17}"
musique,topic_silo,2hop__683801_162108,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,11,11,musique:4fe3c085b68c38f6c086|musique:ac34f2d469b005e96fc3,"{""musique:4fe3c085b68c38f6c086"": 11, ""musique:ac34f2d469b005e96fc3"": 11}"
musique,topic_silo,3hop1__325552_848839_275064,3,3,1.0,1,1,0,0,0,-1.000088900581841e-12,8,13,2,musique:0ef14ec5041277f6d54d|musique:664681ae66941a9ec013|musique:759cc3617b171680544d,"{""musique:0ef14ec5041277f6d54d"": 2, ""musique:664681ae66941a9ec013"": 2, ""musique:759cc3617b171680544d"": 2}"
musique,topic_silo,2hop__143888_351771,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,12,11|18,musique:1608899d8a5ba0d61c62|musique:fb5ab4c0256b9e88fe23,"{""musique:1608899d8a5ba0d61c62"": 18, ""musique:fb5ab4c0256b9e88fe23"": 11}"
musique,topic_silo,3hop1__257966_20196_29229,3,3,1.0,3,0,0,1,1,1.0986122886651097,1,11,11|18|19,musique:0d6b5946e3ee2ee31755|musique:42ca351cd01ac11bf7ec|musique:92ba18848d44ed103975,"{""musique:0d6b5946e3ee2ee31755"": 18, ""musique:42ca351cd01ac11bf7ec"": 19, ""musique:92ba18848d44ed103975"": 11}"
musique,topic_silo,3hop1__789292_104020_31210,3,3,1.0,3,0,0,1,1,1.0986122886651097,1,12,3|5|12,musique:6e028e5c09584493beaa|musique:c6a73a0a564ae5337896|musique:ebee0534eecd6ea6d25c,"{""musique:6e028e5c09584493beaa"": 5, ""musique:c6a73a0a564ae5337896"": 3, ""musique:ebee0534eecd6ea6d25c"": 12}"
musique,topic_silo,2hop__131509_83815,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,6,9|19,musique:18bba73c25cd96cf6512|musique:c5c91c7227b8d4f8f626,"{""musique:18bba73c25cd96cf6512"": 19, ""musique:c5c91c7227b8d4f8f626"": 9}"
musique,topic_silo,2hop__131807_63191,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,13,13|19,musique:1536f92d5436dd14c621|musique:b1ec709dfb60f49b18fa,"{""musique:1536f92d5436dd14c621"": 13, ""musique:b1ec709dfb60f49b18fa"": 19}"
musique,topic_silo,2hop__347280_83687,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,7,9|16,musique:89e49946f8ba4b17c920|musique:fcda388163dd6c56da67,"{""musique:89e49946f8ba4b17c920"": 9, ""musique:fcda388163dd6c56da67"": 16}"
musique,topic_silo,3hop2__280480_131738_606586,3,3,1.0,1,1,0,0,0,-1.000088900581841e-12,2,9,9,musique:3067d75c35399696b93a|musique:4b461a4adacade790aaa|musique:a2763d561add09dffe18,"{""musique:3067d75c35399696b93a"": 9, ""musique:4b461a4adacade790aaa"": 9, ""musique:a2763d561add09dffe18"": 9}"
musique,topic_silo,2hop__453827_88219,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,17,17,musique:3cd66268a29eeb603a95|musique:e86e1fe00d9aadb90bba,"{""musique:3cd66268a29eeb603a95"": 17, ""musique:e86e1fe00d9aadb90bba"": 17}"
musique,topic_silo,2hop__641468_112624,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,10,10,musique:1095387e52f24095f40c|musique:81f21dd9ead24cdb92db,"{""musique:1095387e52f24095f40c"": 10, ""musique:81f21dd9ead24cdb92db"": 10}"
musique,topic_silo,2hop__128892_11414,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,6,19,musique:64698d5872eab9d3e6d5|musique:ea7a3ea14d36e68e13e8,"{""musique:64698d5872eab9d3e6d5"": 19, ""musique:ea7a3ea14d36e68e13e8"": 19}"
musique,topic_silo,2hop__146227_495,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,12,12,musique:092e3b054884bc37197a|musique:afdfd89f6e3773c9a0d9,"{""musique:092e3b054884bc37197a"": 12, ""musique:afdfd89f6e3773c9a0d9"": 12}"
musique,topic_silo,3hop1__568798_362911_92119,3,3,1.0,2,0,1,0,1,0.6365141682928128,1,9,9|13,musique:31b2d85a597645e36349|musique:39dbc54663784f68e303|musique:cd33a946bf49b6b79456,"{""musique:31b2d85a597645e36349"": 9, ""musique:39dbc54663784f68e303"": 13, ""musique:cd33a946bf49b6b79456"": 9}"
musique,topic_silo,2hop__806218_14904,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,5,5,musique:860959f7e17c781ad895|musique:c5ee8134fc28f498b9f0,"{""musique:860959f7e17c781ad895"": 5, ""musique:c5ee8134fc28f498b9f0"": 5}"
musique,topic_silo,2hop__14969_14937,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,13,6,musique:720c70ea89d81b2ea089|musique:c366efb4b07d50807c47,"{""musique:720c70ea89d81b2ea089"": 6, ""musique:c366efb4b07d50807c47"": 6}"
musique,topic_silo,2hop__146803_47779,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,19,10|16,musique:1dbf232c4512cb88b25b|musique:f4c2ddb2fd665d3861ca,"{""musique:1dbf232c4512cb88b25b"": 10, ""musique:f4c2ddb2fd665d3861ca"": 16}"
musique,topic_silo,2hop__733803_26548,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,7,0|4,musique:0cd5d8b1704bd80b3abf|musique:60cbb603ce14764e44f8,"{""musique:0cd5d8b1704bd80b3abf"": 4, ""musique:60cbb603ce14764e44f8"": 0}"
musique,topic_silo,2hop__22236_22183,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,2,1,1,musique:0b5d86b38742a8056f5c|musique:6e326edd8eb65da78b01,"{""musique:0b5d86b38742a8056f5c"": 1, ""musique:6e326edd8eb65da78b01"": 1}"
musique,topic_silo,3hop1__21117_84298_53741,3,3,1.0,3,0,0,1,1,1.0986122886651097,1,4,0|4|13,musique:36518805ad1249ad734b|musique:675b8feb0258ca0cc178|musique:e7f43bb3eb5baa45b635,"{""musique:36518805ad1249ad734b"": 13, ""musique:675b8feb0258ca0cc178"": 4, ""musique:e7f43bb3eb5baa45b635"": 0}"
musique,topic_silo,4hop1__159715_284171_771594_758531,4,4,1.0,3,0,0,1,1,1.039720770836918,1,1,0|7|19,musique:013cb9d8b2047d29ad94|musique:1152d1054d5f867e3975|musique:6a1be595b233591eae33|musique:c7be65eff75cb56a9f52,"{""musique:013cb9d8b2047d29ad94"": 7, ""musique:1152d1054d5f867e3975"": 19, ""musique:6a1be595b233591eae33"": 19, ""musique:c7be65eff75cb56a9f52"": 0}"
musique,topic_silo,2hop__130687_50788,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,13,7|13,musique:86de936cae578a445cb0|musique:f9a5acd8dfceff6554e0,"{""musique:86de936cae578a445cb0"": 13, ""musique:f9a5acd8dfceff6554e0"": 7}"
musique,topic_silo,2hop__664398_909,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,0,1,musique:3af4ea92156dd1b0d1ec|musique:72d7b6003dfc5ac0da02,"{""musique:3af4ea92156dd1b0d1ec"": 1, ""musique:72d7b6003dfc5ac0da02"": 1}"
musique,topic_silo,2hop__441209_20497,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,4,4|16,musique:2aac75aef9a1610014d3|musique:ad3614c98aec77166031,"{""musique:2aac75aef9a1610014d3"": 16, ""musique:ad3614c98aec77166031"": 4}"
musique,topic_silo,3hop1__292806_226789_844905,3,3,1.0,2,0,1,0,1,0.6365141682928128,2,1,12|19,musique:3aa4a9ea1c68fa2fdbb4|musique:a10fcf91a021292dcf03|musique:f95b62addeed5ac06938,"{""musique:3aa4a9ea1c68fa2fdbb4"": 19, ""musique:a10fcf91a021292dcf03"": 12, ""musique:f95b62addeed5ac06938"": 12}"
musique,topic_silo,2hop__54013_93263,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,17,17,musique:33435ccdee0fe202602f|musique:ba2a9feeb33c0177babd,"{""musique:33435ccdee0fe202602f"": 17, ""musique:ba2a9feeb33c0177babd"": 17}"
musique,topic_silo,2hop__97093_154727,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,0,0,musique:2b4da5a8654d3d6f69ba|musique:d1fc85875ec8b39c9ce1,"{""musique:2b4da5a8654d3d6f69ba"": 0, ""musique:d1fc85875ec8b39c9ce1"": 0}"
musique,topic_silo,3hop1__442710_466282_70752,3,3,1.0,2,0,1,0,1,0.6365141682928128,1,6,1|7,musique:59f277b029095e50cbfc|musique:8124e38d8a1e3a78ed55|musique:ecbafcbc7ad0a1071cb5,"{""musique:59f277b029095e50cbfc"": 1, ""musique:8124e38d8a1e3a78ed55"": 7, ""musique:ecbafcbc7ad0a1071cb5"": 7}"
musique,topic_silo,2hop__292911_36215,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,6,6|7,musique:f6ed4ad95ebb88cf343c|musique:ffb83452700822d9233d,"{""musique:f6ed4ad95ebb88cf343c"": 7, ""musique:ffb83452700822d9233d"": 6}"
musique,topic_silo,4hop1__14045_93667_695397_74345,4,4,1.0,4,0,0,1,1,1.3862943611158907,4,6,0|6|8|19,musique:ae5ff4e1570f4da0e913|musique:b202a8d2f33f235ff0c0|musique:b40e08b0370646dd5283|musique:cc42b5f76f829e3d7729,"{""musique:ae5ff4e1570f4da0e913"": 8, ""musique:b202a8d2f33f235ff0c0"": 6, ""musique:b40e08b0370646dd5283"": 19, ""musique:cc42b5f76f829e3d7729"": 0}"
musique,topic_silo,2hop__415111_47465,2,2,1.0,2,0,1,0,1,0.6931471805579453,3,9,9|13,musique:9162d7fc4e0d2a125b34|musique:c5b0b29543ce27271a88,"{""musique:9162d7fc4e0d2a125b34"": 13, ""musique:c5b0b29543ce27271a88"": 9}"
musique,topic_silo,2hop__732098_46031,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,8,8,musique:6044c6a0038866575215|musique:f337a2f1a21fe2ab8d14,"{""musique:6044c6a0038866575215"": 8, ""musique:f337a2f1a21fe2ab8d14"": 8}"
musique,topic_silo,2hop__63829_60675,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,13,0|9,musique:56293ee18bf1e93928b9|musique:f6c89f33b7df3d972b00,"{""musique:56293ee18bf1e93928b9"": 0, ""musique:f6c89f33b7df3d972b00"": 9}"
musique,topic_silo,2hop__811979_84128,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,10,3|13,musique:94abaebd97a03fcce0ec|musique:d00d2c8ca44806e5d83b,"{""musique:94abaebd97a03fcce0ec"": 3, ""musique:d00d2c8ca44806e5d83b"": 13}"
musique,topic_silo,2hop__175116_119986,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,13,0|17,musique:26b1a2dc9d4b34dd2c90|musique:edd5e882f92b77235b6e,"{""musique:26b1a2dc9d4b34dd2c90"": 0, ""musique:edd5e882f92b77235b6e"": 17}"
musique,topic_silo,2hop__5820_541630,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,1,5|6,musique:760392ddca7658623f4d|musique:d30574c2fed91c42ce6d,"{""musique:760392ddca7658623f4d"": 5, ""musique:d30574c2fed91c42ce6d"": 6}"
musique,topic_silo,3hop1__475487_374880_86609,3,3,1.0,3,0,0,1,1,1.0986122886651097,1,12,2|4|13,musique:3c8b3381a4fb78282587|musique:6cc0f34c88f5c69cc18b|musique:737fec866fac7e1d87f5,"{""musique:3c8b3381a4fb78282587"": 4, ""musique:6cc0f34c88f5c69cc18b"": 13, ""musique:737fec866fac7e1d87f5"": 2}"
musique,topic_silo,2hop__50525_23354,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,17,0|17,musique:0aa476527cf05c3c3a52|musique:7974727a0ec1a3da9a9a,"{""musique:0aa476527cf05c3c3a52"": 0, ""musique:7974727a0ec1a3da9a9a"": 17}"
musique,topic_silo,3hop1__653713_147230_48224,3,3,1.0,3,0,0,1,1,1.0986122886651097,1,4,2|4|12,musique:3dac03457cf678179c18|musique:5ac4b304978e650fb087|musique:f05433b639cfe87a79f6,"{""musique:3dac03457cf678179c18"": 12, ""musique:5ac4b304978e650fb087"": 2, ""musique:f05433b639cfe87a79f6"": 4}"
musique,topic_silo,2hop__105143_57695,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,17,7|17,musique:95d00f24eb4ca439bcfe|musique:b5b229c935fc506e1159,"{""musique:95d00f24eb4ca439bcfe"": 7, ""musique:b5b229c935fc506e1159"": 17}"
musique,topic_silo,2hop__152893_44760,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,7,5|12,musique:a1233639d4f19c2f0785|musique:f85b18aaaf53194c54f0,"{""musique:a1233639d4f19c2f0785"": 5, ""musique:f85b18aaaf53194c54f0"": 12}"
musique,topic_silo,4hop1__40657_35341_71250_135051,4,4,1.0,4,0,0,1,1,1.3862943611158907,1,1,1|4|5|12,musique:289cec308138fb0f2cae|musique:804f06752f8661757558|musique:82715e29b33ca14281db|musique:de324e72094d1e057852,"{""musique:289cec308138fb0f2cae"": 1, ""musique:804f06752f8661757558"": 12, ""musique:82715e29b33ca14281db"": 5, ""musique:de324e72094d1e057852"": 4}"
musique,topic_silo,2hop__214765_160851,2,2,1.0,2,0,1,0,1,0.6931471805579453,2,17,7|17,musique:27c49b10c16136737d19|musique:adbf7f7e9ed367b1b35c,"{""musique:27c49b10c16136737d19"": 17, ""musique:adbf7f7e9ed367b1b35c"": 7}"
musique,topic_silo,2hop__484058_736878,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,7,7|12,musique:c8bf56e9e74e84d4fcdc|musique:f68065d53206bbf8af69,"{""musique:c8bf56e9e74e84d4fcdc"": 12, ""musique:f68065d53206bbf8af69"": 7}"
musique,topic_silo,3hop1__522518_132413_16030,3,3,1.0,3,0,0,1,1,1.0986122886651097,1,6,0|3|11,musique:481db7a622e06a514b06|musique:c49f5f823975f0aab0f4|musique:dc7ddb5caf584ad8b022,"{""musique:481db7a622e06a514b06"": 0, ""musique:c49f5f823975f0aab0f4"": 3, ""musique:dc7ddb5caf584ad8b022"": 11}"
musique,topic_silo,2hop__503970_44637,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,16,6,musique:66f8030c27a12ed7fc1d|musique:c009ec50d5adc10ab7f1,"{""musique:66f8030c27a12ed7fc1d"": 6, ""musique:c009ec50d5adc10ab7f1"": 6}"
musique,topic_silo,2hop__2961_2998,2,2,1.0,1,1,0,0,0,-1.000088900581841e-12,1,15,15,musique:01807d287923a21e1634|musique:896382c96374a140ab13,"{""musique:01807d287923a21e1634"": 15, ""musique:896382c96374a140ab13"": 15}"
musique,topic_silo,2hop__168096_8682,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,13,10|17,musique:3086fc04c98bc45612dd|musique:b12f2d2e3b703f423cc3,"{""musique:3086fc04c98bc45612dd"": 17, ""musique:b12f2d2e3b703f423cc3"": 10}"
musique,topic_silo,2hop__366533_406192,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,6,9|10,musique:6c41f5ec4ddf988864c3|musique:ad5941e50d54fc6946a3,"{""musique:6c41f5ec4ddf988864c3"": 10, ""musique:ad5941e50d54fc6946a3"": 9}"
musique,topic_silo,2hop__469523_29360,2,2,1.0,2,0,1,0,1,0.6931471805579453,1,12,8|13,musique:776b2169df28031ad353|musique:fca84ce3614fa85bee5f,"{""musique:776b2169df28031ad353"": 13, ""musique:fca84ce3614fa85bee5f"": 8}"
